original,entrez,symbol,kegg
10135,LOC728264|728264,728264,LOC728264,hsa728264
10136,LOC728276|728276,728276,LOC728276,hsa728276
10137,LOC728323|728323,728323,LOC728323,hsa728323
10138,LOC728392|728392,728392,LOC728392,hsa728392
10139,LOC728410|728410,728410,LOC728410,hsa728410
10140,LOC728554|728554,728554,LOC728554,hsa728554
10141,LOC728606|728606,728606,LOC728606,hsa728606
10142,LOC728613|728613,728613,LOC728613,hsa728613
10143,LOC728640|728640,728640,LOC728640,hsa728640
10144,LOC728643|728643,728643,LOC728643,hsa728643
10145,LOC728723|728723,728723,LOC728723,hsa728723
10146,LOC728743|728743,728743,LOC728743,hsa728743
10147,LOC728758|728758,728758,LOC728758,hsa728758
10148,LOC728819|728819,728819,LOC728819,hsa728819
10149,LOC728855|728855,728855,LOC728855,hsa728855
10150,LOC728875|728875,728875,LOC728875,hsa728875
10151,LOC728989|728989,728989,LOC728989,hsa728989
10152,LOC729020|729020,729020,LOC729020,hsa729020
10153,LOC729082|729082,729082,LOC729082,hsa729082
10154,LOC729121|729121,729121,LOC729121,hsa729121
10155,LOC729156|729156,729156,LOC729156,hsa729156
10156,LOC729176|729176,729176,LOC729176,hsa729176
10157,LOC729234|729234,729234,LOC729234,hsa729234
10158,LOC729375|729375,729375,LOC729375,hsa729375
10159,LOC729467|729467,729467,LOC729467,hsa729467
10160,LOC729603|729603,729603,LOC729603,hsa729603
10161,LOC729609|729609,729609,LOC729609,hsa729609
10162,LOC729668|729668,729668,LOC729668,hsa729668
10163,LOC729678|729678,729678,LOC729678,hsa729678
10164,LOC729799|729799,729799,LOC729799,hsa729799
10165,LOC729991|729991,729991,LOC729991,hsa729991
10166,LOC729991-MEF2B|4207,4207,LOC729991-MEF2B,hsa4207
10167,LOC730101|730101,730101,LOC730101,hsa730101
10168,LOC730668|730668,730668,LOC730668,hsa730668
10169,LOC730811|730811,730811,LOC730811,hsa730811
10170,LOC731779|731779,731779,LOC731779,hsa731779
10171,LOC731789|731789,731789,LOC731789,hsa731789
10172,LOC732275|732275,732275,LOC732275,hsa732275
10173,LOC80054|80054,80054,LOC80054,hsa80054
10174,LOC80154|80154,80154,LOC80154,hsa80154
10175,LOC81691|81691,81691,LOC81691,hsa81691
10176,LOC84740|84740,84740,LOC84740,hsa84740
10177,LOC84856|84856,84856,LOC84856,hsa84856
10178,LOC84931|84931,84931,LOC84931,hsa84931
10179,LOC84989|84989,84989,LOC84989,hsa84989
10180,LOC90110|90110,90110,LOC90110,hsa90110
10181,LOC90246|90246,90246,LOC90246,hsa90246
10182,LOC90586|90586,90586,LOC90586,hsa90586
10183,LOC90784|90784,90784,LOC90784,hsa90784
10184,LOC90834|90834,90834,LOC90834,hsa90834
10185,LOC91149|91149,91149,LOC91149,hsa91149
10186,LOC91316|91316,91316,LOC91316,hsa91316
10187,LOC91450|91450,91450,LOC91450,hsa91450
10188,LOC91948|91948,91948,LOC91948,hsa91948
10189,LOC92249|92249,92249,LOC92249,hsa92249
10190,LOC92659|92659,92659,LOC92659,hsa92659
10191,LOC92973|92973,92973,LOC92973,hsa92973
10192,LOC93432|93432,93432,LOC93432,hsa93432
10193,LOC93622|93622,93622,LOC93622,hsa93622
10194,LOC96610|96610,96610,LOC96610,hsa96610
10195,LOH12CR1|118426,118426,LOH12CR1,hsa118426
10196,LOH12CR2|503693,503693,LOH12CR2,hsa503693
10197,LOH3CR2A|29931,29931,LOH3CR2A,hsa29931
10198,LONP1|9361,9361,LONP1,hsa9361
10199,LONP2|83752,83752,LONP2,hsa83752
10200,LONRF1|91694,91694,LONRF1,hsa91694
10201,LONRF2|164832,164832,LONRF2,hsa164832
10202,LONRF3|79836,79836,LONRF3,hsa79836
10203,LOR|4014,4014,LOR,hsa4014
10204,LOX|4015,4015,LOX,hsa4015
10205,LOXHD1|125336,125336,LOXHD1,hsa125336
10206,LOXL1|4016,4016,LOXL1,hsa4016
10207,LOXL2|4017,4017,LOXL2,hsa4017
10208,LOXL3|84695,84695,LOXL3,hsa84695
10209,LOXL4|84171,84171,LOXL4,hsa84171
10210,LPA|4018,4018,LPA,hsa4018
10211,LPAL2|80350,80350,LPAL2,hsa80350
10212,LPAR1|1902,1902,LPAR1,hsa1902
10213,LPAR2|9170,9170,LPAR2,hsa9170
10214,LPAR3|23566,23566,LPAR3,hsa23566
10215,LPAR4|2846,2846,LPAR4,hsa2846
10216,LPAR5|57121,57121,LPAR5,hsa57121
10217,LPAR6|10161,10161,LPAR6,hsa10161
10218,LPCAT1|79888,79888,LPCAT1,hsa79888
10219,LPCAT2|54947,54947,LPCAT2,hsa54947
10220,LPCAT3|10162,10162,LPCAT3,hsa10162
10221,LPCAT4|254531,254531,LPCAT4,hsa254531
10222,LPGAT1|9926,9926,LPGAT1,hsa9926
10223,LPHN1|22859,22859,LPHN1,hsa22859
10224,LPHN2|23266,23266,LPHN2,hsa23266
10225,LPHN3|23284,23284,LPHN3,hsa23284
10226,LPIN1|23175,23175,LPIN1,hsa23175
10227,LPIN2|9663,9663,LPIN2,hsa9663
10228,LPIN3|64900,64900,LPIN3,hsa64900
10229,LPL|4023,4023,LPL,hsa4023
10230,LPO|4025,4025,LPO,hsa4025
10231,LPP|4026,4026,LPP,hsa4026
10232,LPPR1|54886,54886,LPPR1,hsa54886
10233,LPPR2|64748,64748,LPPR2,hsa64748
10234,LPPR3|79948,79948,LPPR3,hsa79948
10235,LPPR4|9890,9890,LPPR4,hsa9890
10236,LPPR5|163404,163404,LPPR5,hsa163404
10237,LPXN|9404,9404,LPXN,hsa9404
10238,LQK1|642946,642946,LQK1,hsa642946
10239,LRAT|9227,9227,LRAT,hsa9227
10240,LRBA|987,987,LRBA,hsa987
10241,LRCH1|23143,23143,LRCH1,hsa23143
10242,LRCH2|57631,57631,LRCH2,hsa57631
10243,LRCH3|84859,84859,LRCH3,hsa84859
10244,LRCH4|4034,4034,LRCH4,hsa4034
10245,LRDD|55367,55367,LRDD,hsa55367
10246,LRFN1|57622,57622,LRFN1,hsa57622
10247,LRFN2|57497,57497,LRFN2,hsa57497
10248,LRFN3|79414,79414,LRFN3,hsa79414
10249,LRFN4|78999,78999,LRFN4,hsa78999
10250,LRFN5|145581,145581,LRFN5,hsa145581
10251,LRG1|116844,116844,LRG1,hsa116844
10252,LRGUK|136332,136332,LRGUK,hsa136332
10253,LRIG1|26018,26018,LRIG1,hsa26018
10254,LRIG2|9860,9860,LRIG2,hsa9860
10255,LRIG3|121227,121227,LRIG3,hsa121227
10256,LRIT1|26103,26103,LRIT1,hsa26103
10257,LRIT2|340745,340745,LRIT2,hsa340745
10258,LRIT3|345193,345193,LRIT3,hsa345193
10259,LRMP|4033,4033,LRMP,hsa4033
10260,LRP10|26020,26020,LRP10,hsa26020
10261,LRP11|84918,84918,LRP11,hsa84918
10262,LRP12|29967,29967,LRP12,hsa29967
10263,LRP1|4035,4035,LRP1,hsa4035
10264,LRP1B|53353,53353,LRP1B,hsa53353
10265,LRP2|4036,4036,LRP2,hsa4036
10266,LRP2BP|55805,55805,LRP2BP,hsa55805
10267,LRP3|4037,4037,LRP3,hsa4037
10268,LRP4|4038,4038,LRP4,hsa4038
10269,LRP5|4041,4041,LRP5,hsa4041
10270,LRP5L|91355,91355,LRP5L,hsa91355
10271,LRP6|4040,4040,LRP6,hsa4040
10272,LRP8|7804,7804,LRP8,hsa7804
10273,LRPAP1|4043,4043,LRPAP1,hsa4043
10274,LRPPRC|10128,10128,LRPPRC,hsa10128
10275,LRRC10|376132,376132,LRRC10,hsa376132
10276,LRRC10B|390205,390205,LRRC10B,hsa390205
10277,LRRC14|9684,9684,LRRC14,hsa9684
10278,LRRC14B|389257,389257,LRRC14B,hsa389257
10279,LRRC15|131578,131578,LRRC15,hsa131578
10280,LRRC1|55227,55227,LRRC1,hsa55227
10281,LRRC16A|55604,55604,LRRC16A,hsa55604
10282,LRRC16B|90668,90668,LRRC16B,hsa90668
10283,LRRC17|10234,10234,LRRC17,hsa10234
10284,LRRC18|474354,474354,LRRC18,hsa474354
10285,LRRC19|64922,64922,LRRC19,hsa64922
10286,LRRC20|55222,55222,LRRC20,hsa55222
10287,LRRC23|10233,10233,LRRC23,hsa10233
10288,LRRC24|441381,441381,LRRC24,hsa441381
10289,LRRC25|126364,126364,LRRC25,hsa126364
10290,LRRC26|389816,389816,LRRC26,hsa389816
10291,LRRC27|80313,80313,LRRC27,hsa80313
10292,LRRC2|79442,79442,LRRC2,hsa79442
10293,LRRC28|123355,123355,LRRC28,hsa123355
10294,LRRC29|26231,26231,LRRC29,hsa26231
10295,LRRC30|339291,339291,LRRC30,hsa339291
10296,LRRC31|79782,79782,LRRC31,hsa79782
10297,LRRC32|2615,2615,LRRC32,hsa2615
10298,LRRC33|375387,375387,LRRC33,hsa375387
10299,LRRC34|151827,151827,LRRC34,hsa151827
10300,LRRC36|55282,55282,LRRC36,hsa55282
10301,LRRC37A2|474170,474170,LRRC37A2,hsa474170
10302,LRRC37A3|374819,374819,LRRC37A3,hsa374819
10303,LRRC37A4|55073,55073,LRRC37A4,hsa55073
10304,LRRC37A|9884,9884,LRRC37A,hsa9884
10305,LRRC37B|114659,114659,LRRC37B,hsa114659
10306,LRRC37B2|147172,147172,LRRC37B2,hsa147172
10307,LRRC3|81543,81543,LRRC3,hsa81543
10308,LRRC39|127495,127495,LRRC39,hsa127495
10309,LRRC3B|116135,116135,LRRC3B,hsa116135
10310,LRRC40|55631,55631,LRRC40,hsa55631
10311,LRRC41|10489,10489,LRRC41,hsa10489
10312,LRRC42|115353,115353,LRRC42,hsa115353
10313,LRRC43|254050,254050,LRRC43,hsa254050
10314,LRRC45|201255,201255,LRRC45,hsa201255
10315,LRRC4|64101,64101,LRRC4,hsa64101
10316,LRRC46|90506,90506,LRRC46,hsa90506
10317,LRRC47|57470,57470,LRRC47,hsa57470
10318,LRRC48|83450,83450,LRRC48,hsa83450
10319,LRRC49|54839,54839,LRRC49,hsa54839
10320,LRRC4B|94030,94030,LRRC4B,hsa94030
10321,LRRC4C|57689,57689,LRRC4C,hsa57689
10322,LRRC50|123872,123872,LRRC50,hsa123872
10323,LRRC52|440699,440699,LRRC52,hsa440699
10324,LRRC55|219527,219527,LRRC55,hsa219527
10325,LRRC56|115399,115399,LRRC56,hsa115399
10326,LRRC57|255252,255252,LRRC57,hsa255252
10327,LRRC58|116064,116064,LRRC58,hsa116064
10328,LRRC59|55379,55379,LRRC59,hsa55379
10329,LRRC61|65999,65999,LRRC61,hsa65999
10330,LRRC6|23639,23639,LRRC6,hsa23639
10331,LRRC66|339977,339977,LRRC66,hsa339977
10332,LRRC67|286187,286187,LRRC67,hsa286187
10333,LRRC69|100130742,100130742,LRRC69,hsa100130742
10334,LRRC70|100130733,100130733,LRRC70,hsa100130733
10335,LRRC7|57554,57554,LRRC7,hsa57554
10336,LRRC8A|56262,56262,LRRC8A,hsa56262
10337,LRRC8B|23507,23507,LRRC8B,hsa23507
10338,LRRC8C|84230,84230,LRRC8C,hsa84230
10339,LRRC8D|55144,55144,LRRC8D,hsa55144
10340,LRRC8E|80131,80131,LRRC8E,hsa80131
10341,LRRCC1|85444,85444,LRRCC1,hsa85444
10342,LRRFIP1|9208,9208,LRRFIP1,hsa9208
10343,LRRFIP2|9209,9209,LRRFIP2,hsa9209
10344,LRRIQ1|84125,84125,LRRIQ1,hsa84125
10345,LRRIQ3|127255,127255,LRRIQ3,hsa127255
10346,LRRIQ4|344657,344657,LRRIQ4,hsa344657
10347,LRRK1|79705,79705,LRRK1,hsa79705
10348,LRRK2|120892,120892,LRRK2,hsa120892
10349,LRRN1|57633,57633,LRRN1,hsa57633
10350,LRRN2|10446,10446,LRRN2,hsa10446
10351,LRRN3|54674,54674,LRRN3,hsa54674
10352,LRRN4|164312,164312,LRRN4,hsa164312
10353,LRRN4CL|221091,221091,LRRN4CL,hsa221091
10354,LRRTM1|347730,347730,LRRTM1,hsa347730
10355,LRRTM2|26045,26045,LRRTM2,hsa26045
10356,LRRTM3|347731,347731,LRRTM3,hsa347731
10357,LRRTM4|80059,80059,LRRTM4,hsa80059
10358,LRSAM1|90678,90678,LRSAM1,hsa90678
10359,LRTM1|57408,57408,LRTM1,hsa57408
10360,LRTM2|654429,654429,LRTM2,hsa654429
10361,LRTOMT|220074,220074,LRTOMT,hsa220074
10362,LRWD1|222229,222229,LRWD1,hsa222229
10363,LSAMP|4045,4045,LSAMP,hsa4045
10364,LSG1|55341,55341,LSG1,hsa55341
10365,LSM10|84967,84967,LSM10,hsa84967
10366,LSM11|134353,134353,LSM11,hsa134353
10367,LSM12|124801,124801,LSM12,hsa124801
10368,LSM1|27257,27257,LSM1,hsa27257
10369,LSM14A|26065,26065,LSM14A,hsa26065
10370,LSM14B|149986,149986,LSM14B,hsa149986
10371,LSM2|57819,57819,LSM2,hsa57819
10372,LSM3|27258,27258,LSM3,hsa27258
10373,LSM4|25804,25804,LSM4,hsa25804
10374,LSM5|23658,23658,LSM5,hsa23658
10375,LSM6|11157,11157,LSM6,hsa11157
10376,LSM7|51690,51690,LSM7,hsa51690
10377,LSMD1|84316,84316,LSMD1,hsa84316
10378,LSP1|4046,4046,LSP1,hsa4046
10379,LSR|51599,51599,LSR,hsa51599
10380,LSS|4047,4047,LSS,hsa4047
10381,LST1|7940,7940,LST1,hsa7940
10382,LST-3TM12|338821,338821,LST-3TM12,hsa338821
10383,LTA|4049,4049,LTA,hsa4049
10384,LTA4H|4048,4048,LTA4H,hsa4048
10385,LTB|4050,4050,LTB,hsa4050
10386,LTB4R|1241,1241,LTB4R,hsa1241
10387,LTB4R2|56413,56413,LTB4R2,hsa56413
10388,LTBP1|4052,4052,LTBP1,hsa4052
10389,LTBP2|4053,4053,LTBP2,hsa4053
10390,LTBP3|4054,4054,LTBP3,hsa4054
10391,LTBP4|8425,8425,LTBP4,hsa8425
10392,LTBR|4055,4055,LTBR,hsa4055
10393,LTC4S|4056,4056,LTC4S,hsa4056
10394,LTF|4057,4057,LTF,hsa4057
10395,LTK|4058,4058,LTK,hsa4058
10396,LTV1|84946,84946,LTV1,hsa84946
10397,LUC7L2|51631,51631,LUC7L2,hsa51631
10398,LUC7L3|51747,51747,LUC7L3,hsa51747
10399,LUC7L|55692,55692,LUC7L,hsa55692
10400,LUM|4060,4060,LUM,hsa4060
10401,LUZP1|7798,7798,LUZP1,hsa7798
10402,LUZP2|338645,338645,LUZP2,hsa338645
10403,LUZP4|51213,51213,LUZP4,hsa51213
10404,LUZP6|767558,767558,LUZP6,hsa767558
10405,LXN|56925,56925,LXN,hsa56925
10406,LY6D|8581,8581,LY6D,hsa8581
10407,LY6E|4061,4061,LY6E,hsa4061
10408,LY6G5B|58496,58496,LY6G5B,hsa58496
10409,LY6G5C|80741,80741,LY6G5C,hsa80741
10410,LY6G6C|80740,80740,LY6G6C,hsa80740
10411,LY6G6D|58530,58530,LY6G6D,hsa58530
10412,LY6G6E|79136,79136,LY6G6E,hsa79136
10413,LY6G6F|259215,259215,LY6G6F,hsa259215
10414,LY6H|4062,4062,LY6H,hsa4062
10415,LY6K|54742,54742,LY6K,hsa54742
10416,LY75|4065,4065,LY75,hsa4065
10417,LY86|9450,9450,LY86,hsa9450
10418,LY9|4063,4063,LY9,hsa4063
10419,LY96|23643,23643,LY96,hsa23643
10420,LYAR|55646,55646,LYAR,hsa55646
10421,LYG1|129530,129530,LYG1,hsa129530
10422,LYG2|254773,254773,LYG2,hsa254773
10423,LYL1|4066,4066,LYL1,hsa4066
10424,LYN|4067,4067,LYN,hsa4067
10425,LYNX1|66004,66004,LYNX1,hsa66004
10426,LYPD1|116372,116372,LYPD1,hsa116372
10427,LYPD2|137797,137797,LYPD2,hsa137797
10428,LYPD3|27076,27076,LYPD3,hsa27076
10429,LYPD4|147719,147719,LYPD4,hsa147719
10430,LYPD5|284348,284348,LYPD5,hsa284348
10431,LYPD6|130574,130574,LYPD6,hsa130574
10432,LYPD6B|130576,130576,LYPD6B,hsa130576
10433,LYPLA1|10434,10434,LYPLA1,hsa10434
10434,LYPLA2|11313,11313,LYPLA2,hsa11313
10435,LYPLA2P1|653639,653639,LYPLA2P1,hsa653639
10436,LYPLAL1|127018,127018,LYPLAL1,hsa127018
10437,LYRM1|57149,57149,LYRM1,hsa57149
10438,LYRM2|57226,57226,LYRM2,hsa57226
10439,LYRM4|57128,57128,LYRM4,hsa57128
10440,LYRM5|144363,144363,LYRM5,hsa144363
10441,LYRM7|90624,90624,LYRM7,hsa90624
10442,LYSMD1|388695,388695,LYSMD1,hsa388695
10443,LYSMD2|256586,256586,LYSMD2,hsa256586
10444,LYSMD3|116068,116068,LYSMD3,hsa116068
10445,LYSMD4|145748,145748,LYSMD4,hsa145748
10446,LYST|1130,1130,LYST,hsa1130
10447,LYVE1|10894,10894,LYVE1,hsa10894
10448,LYZ|4069,4069,LYZ,hsa4069
10449,LYZL1|84569,84569,LYZL1,hsa84569
10450,LYZL2|119180,119180,LYZL2,hsa119180
10451,LYZL4|131375,131375,LYZL4,hsa131375
10452,LYZL6|57151,57151,LYZL6,hsa57151
10453,LZIC|84328,84328,LZIC,hsa84328
10454,LZTFL1|54585,54585,LZTFL1,hsa54585
10455,LZTR1|8216,8216,LZTR1,hsa8216
10456,LZTS1|11178,11178,LZTS1,hsa11178
10457,LZTS2|84445,84445,LZTS2,hsa84445
10458,M6PR|4074,4074,M6PR,hsa4074
10459,MAB21L1|4081,4081,MAB21L1,hsa4081
10460,MAB21L2|10586,10586,MAB21L2,hsa10586
10461,MACC1|346389,346389,MACC1,hsa346389
10462,MACF1|23499,23499,MACF1,hsa23499
10463,MACROD1|28992,28992,MACROD1,hsa28992
10464,MACROD2|140733,140733,MACROD2,hsa140733
10465,MAD1L1|8379,8379,MAD1L1,hsa8379
10466,MAD2L1|4085,4085,MAD2L1,hsa4085
10467,MAD2L1BP|9587,9587,MAD2L1BP,hsa9587
10468,MAD2L2|10459,10459,MAD2L2,hsa10459
10469,MADCAM1|8174,8174,MADCAM1,hsa8174
10470,MADD|8567,8567,MADD,hsa8567
10471,MAEA|10296,10296,MAEA,hsa10296
10472,MAEL|84944,84944,MAEL,hsa84944
10473,MAF1|84232,84232,MAF1,hsa84232
10474,MAF|4094,4094,MAF,hsa4094
10475,MAFA|389692,389692,MAFA,hsa389692
10476,MAFB|9935,9935,MAFB,hsa9935
10477,MAFF|23764,23764,MAFF,hsa23764
10478,MAFG|4097,4097,MAFG,hsa4097
10479,MAFK|7975,7975,MAFK,hsa7975
10480,MAG|4099,4099,MAG,hsa4099
10481,MAGEA10|4109,4109,MAGEA10,hsa4109
10482,MAGEA11|4110,4110,MAGEA11,hsa4110
10483,MAGEA12|4111,4111,MAGEA12,hsa4111
10484,MAGEA1|4100,4100,MAGEA1,hsa4100
10485,MAGEA2|4101,4101,MAGEA2,hsa4101
10486,MAGEA3|4102,4102,MAGEA3,hsa4102
10487,MAGEA4|4103,4103,MAGEA4,hsa4103
10488,MAGEA5|4104,4104,MAGEA5,hsa4104
10489,MAGEA6|4105,4105,MAGEA6,hsa4105
10490,MAGEA8|4107,4107,MAGEA8,hsa4107
10491,MAGEA9B|728269,728269,MAGEA9B,hsa728269
10492,MAGEB10|139422,139422,MAGEB10,hsa139422
10493,MAGEB1|4112,4112,MAGEB1,hsa4112
10494,MAGEB16|139604,139604,MAGEB16,hsa139604
10495,MAGEB18|286514,286514,MAGEB18,hsa286514
10496,MAGEB2|4113,4113,MAGEB2,hsa4113
10497,MAGEB3|4114,4114,MAGEB3,hsa4114
10498,MAGEB4|4115,4115,MAGEB4,hsa4115
10499,MAGEB6|158809,158809,MAGEB6,hsa158809
10500,MAGEC1|9947,9947,MAGEC1,hsa9947
10501,MAGEC2|51438,51438,MAGEC2,hsa51438
10502,MAGEC3|139081,139081,MAGEC3,hsa139081
10503,MAGED1|9500,9500,MAGED1,hsa9500
10504,MAGED2|10916,10916,MAGED2,hsa10916
10505,MAGED4|728239,728239,MAGED4,hsa728239
10506,MAGED4B|81557,81557,MAGED4B,hsa81557
10507,MAGEE1|57692,57692,MAGEE1,hsa57692
10508,MAGEE2|139599,139599,MAGEE2,hsa139599
10509,MAGEF1|64110,64110,MAGEF1,hsa64110
10510,MAGEH1|28986,28986,MAGEH1,hsa28986
10511,MAGEL2|54551,54551,MAGEL2,hsa54551
10512,MAGI1|9223,9223,MAGI1,hsa9223
10513,MAGI2|9863,9863,MAGI2,hsa9863
10514,MAGI3|260425,260425,MAGI3,hsa260425
10515,MAGIX|79917,79917,MAGIX,hsa79917
10516,MAGOH|4116,4116,MAGOH,hsa4116
10517,MAGOHB|55110,55110,MAGOHB,hsa55110
10518,MAGT1|84061,84061,MAGT1,hsa84061
10519,MAK16|84549,84549,MAK16,hsa84549
10520,MAK|4117,4117,MAK,hsa4117
10521,MAL2|114569,114569,MAL2,hsa114569
10522,MAL|4118,4118,MAL,hsa4118
10523,MALAT1|378938,378938,MALAT1,hsa378938
10524,MALL|7851,7851,MALL,hsa7851
10525,MALT1|10892,10892,MALT1,hsa10892
10526,MAMDC2|256691,256691,MAMDC2,hsa256691
10527,MAMDC4|158056,158056,MAMDC4,hsa158056
10528,MAML1|9794,9794,MAML1,hsa9794
10529,MAML2|84441,84441,MAML2,hsa84441
10530,MAML3|55534,55534,MAML3,hsa55534
10531,MAMLD1|10046,10046,MAMLD1,hsa10046
10532,MAMSTR|284358,284358,MAMSTR,hsa284358
10533,MAN1A1|4121,4121,MAN1A1,hsa4121
10534,MAN1A2|10905,10905,MAN1A2,hsa10905
10535,MAN1B1|11253,11253,MAN1B1,hsa11253
10536,MAN1C1|57134,57134,MAN1C1,hsa57134
10537,MAN2A1|4124,4124,MAN2A1,hsa4124
10538,MAN2A2|4122,4122,MAN2A2,hsa4122
10539,MAN2B1|4125,4125,MAN2B1,hsa4125
10540,MAN2B2|23324,23324,MAN2B2,hsa23324
10541,MAN2C1|4123,4123,MAN2C1,hsa4123
10542,MANBA|4126,4126,MANBA,hsa4126
10543,MANBAL|63905,63905,MANBAL,hsa63905
10544,MANEA|79694,79694,MANEA,hsa79694
10545,MANEAL|149175,149175,MANEAL,hsa149175
10546,MANF|7873,7873,MANF,hsa7873
10547,MANSC1|54682,54682,MANSC1,hsa54682
10548,MAOA|4128,4128,MAOA,hsa4128
10549,MAOB|4129,4129,MAOB,hsa4129
10550,MAP1A|4130,4130,MAP1A,hsa4130
10551,MAP1B|4131,4131,MAP1B,hsa4131
10552,MAP1D|254042,254042,MAP1D,hsa254042
10553,MAP1LC3A|84557,84557,MAP1LC3A,hsa84557
10554,MAP1LC3B2|643246,643246,MAP1LC3B2,hsa643246
10555,MAP1LC3B|81631,81631,MAP1LC3B,hsa81631
10556,MAP1LC3C|440738,440738,MAP1LC3C,hsa440738
10557,MAP1S|55201,55201,MAP1S,hsa55201
10558,MAP2|4133,4133,MAP2,hsa4133
10559,MAP2K1|5604,5604,MAP2K1,hsa5604
10560,MAP2K2|5605,5605,MAP2K2,hsa5605
10561,MAP2K3|5606,5606,MAP2K3,hsa5606
10562,MAP2K4|6416,6416,MAP2K4,hsa6416
10563,MAP2K5|5607,5607,MAP2K5,hsa5607
10564,MAP2K6|5608,5608,MAP2K6,hsa5608
10565,MAP2K7|5609,5609,MAP2K7,hsa5609
10566,MAP3K10|4294,4294,MAP3K10,hsa4294
10567,MAP3K11|4296,4296,MAP3K11,hsa4296
10568,MAP3K12|7786,7786,MAP3K12,hsa7786
10569,MAP3K13|9175,9175,MAP3K13,hsa9175
10570,MAP3K1|4214,4214,MAP3K1,hsa4214
10571,MAP3K14|9020,9020,MAP3K14,hsa9020
10572,MAP3K15|389840,389840,MAP3K15,hsa389840
10573,MAP3K2|10746,10746,MAP3K2,hsa10746
10574,MAP3K3|4215,4215,MAP3K3,hsa4215
10575,MAP3K4|4216,4216,MAP3K4,hsa4216
10576,MAP3K5|4217,4217,MAP3K5,hsa4217
10577,MAP3K6|9064,9064,MAP3K6,hsa9064
10578,MAP3K7|6885,6885,MAP3K7,hsa6885
10579,MAP3K8|1326,1326,MAP3K8,hsa1326
10580,MAP3K9|4293,4293,MAP3K9,hsa4293
10581,MAP4|4134,4134,MAP4,hsa4134
10582,MAP4K1|11184,11184,MAP4K1,hsa11184
10583,MAP4K2|5871,5871,MAP4K2,hsa5871
10584,MAP4K3|8491,8491,MAP4K3,hsa8491
10585,MAP4K4|9448,9448,MAP4K4,hsa9448
10586,MAP4K5|11183,11183,MAP4K5,hsa11183
10587,MAP6|4135,4135,MAP6,hsa4135
10588,MAP6D1|79929,79929,MAP6D1,hsa79929
10589,MAP7|9053,9053,MAP7,hsa9053
10590,MAP7D1|55700,55700,MAP7D1,hsa55700
10591,MAP7D2|256714,256714,MAP7D2,hsa256714
10592,MAP7D3|79649,79649,MAP7D3,hsa79649
10593,MAP9|79884,79884,MAP9,hsa79884
10594,MAPK10|5602,5602,MAPK10,hsa5602
10595,MAPK11|5600,5600,MAPK11,hsa5600
10596,MAPK12|6300,6300,MAPK12,hsa6300
10597,MAPK13|5603,5603,MAPK13,hsa5603
10598,MAPK14|1432,1432,MAPK14,hsa1432
10599,MAPK15|225689,225689,MAPK15,hsa225689
10600,MAPK1|5594,5594,MAPK1,hsa5594
10601,MAPK1IP1L|93487,93487,MAPK1IP1L,hsa93487
